,customer_number,Cluster,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,seasonal_gifting,discount_bakery,practical_items,total_spend,recency,frequency,name
1534,9258,3,26.2,87.69,31.4,75.23,48.56,20.95,13.27,5.16,21.05,17.93,0.0,17.91,0.0,12.89,14.0,3.4,0.0,0.0,432.44,6,82,d
1535,8673,0,38.26,58.77,84.84,50.9,35.22,41.15,42.76,9.19,58.98,30.03,0.0,0.0,0.0,9.15,82.0,28.68,0.0,0.0,616.4499999999999,2,93,a
1536,7036,4,21.85,17.76,8.25,4.17,6.74,7.8,11.89,4.58,1.78,37.29,0.0,19.98,0.0,5.24,0.0,32.78,0.0,0.0,194.6,86,24,e
1537,15068,1,23.99,58.3,24.95,44.91,26.59,10.26,21.44,0.0,17.83,18.21,349.12,0.0,19.78,1.43,0.0,0.84,0.0,0.0,642.1600000000001,5,86,b
1538,13793,2,1262.97,708.04,255.43,1017.07,285.29,0.0,361.6,142.28,239.41,707.25,584.57,72.85,4.4,38.76,0.0,9.32,0.0,18.91,6588.65,2,249,c
1539,7604,2,73.68,62.37,24.54,75.64,36.14,9.34,10.19,2.44,47.29,122.54,293.63,231.16,3.98,0.89,0.0,0.0,0.0,2.51,1028.21,1,68,c
1540,1117,0,79.44,99.01,46.16,59.07,34.88,7.95,5.91,2.29,13.57,57.52,0.0,0.0,11.02,2.67,0.0,1.33,0.0,0.0,437.21,3,80,a
1541,10360,0,53.55,84.05,29.1,12.35,8.09,11.9,73.68,4.83,11.17,49.79,0.0,6.62,4.25,2.69,0.0,3.98,0.0,0.0,365.53000000000003,4,46,a
1542,1911,3,86.57,88.47,41.8,84.06,91.37,3.61,44.69,90.04,39.22,82.97,0.0,18.63,2.32,7.62,0.0,1.99,0.0,0.0,718.45,10,42,d
1543,6245,1,44.52,22.67,13.58,21.12,8.67,1.82,24.29,3.02,5.0,22.11,105.17,152.96,0.0,0.0,0.0,0.0,0.0,0.0,433.78000000000003,4,32,b
1544,13380,4,31.12,37.65,17.62,46.15,46.0,0.0,14.14,2.45,7.26,41.44,0.0,0.0,4.48,2.11,0.0,0.0,0.0,0.0,262.89,6,15,e
1545,14481,1,26.5,38.9,9.04,33.86,19.85,10.33,0.0,5.57,29.98,16.74,219.69,19.14,0.0,0.0,0.0,0.0,0.0,1.69,455.27,3,34,b
1546,10743,2,29.06,33.64,133.67,33.32,54.02,47.53,67.9,5.24,76.54,22.32,827.04,193.9,5.53,31.17,4.0,4.73,0.0,0.0,1928.83,1,161,c
1547,16084,1,16.97,17.84,43.82,13.78,47.78,39.26,55.9,1.28,38.43,0.0,24.26,0.0,5.5,7.69,0.0,0.0,0.0,0.0,602.3199999999999,2,80,b
1548,6668,2,42.36,127.67,165.88,115.34,173.71,31.07,45.83,96.13,126.63,159.99,419.55,488.15,4.03,0.0,22.0,9.85,0.0,0.6,2164.8199999999997,4,212,c
1549,5706,3,39.9,70.03,34.56,9.12,29.33,7.2,31.91,12.82,28.37,31.6,17.06,77.03,0.0,52.62,0.0,0.0,0.0,0.0,454.13,1,62,d
1550,1096,3,47.75,44.04,8.42,34.87,4.25,16.61,10.09,24.23,14.29,22.43,0.0,277.39,0.0,0.0,0.0,0.0,0.0,0.0,582.47,3,90,d
1551,11454,2,191.46,182.42,106.62,102.18,335.2,7.62,36.28,22.95,85.92,140.56,281.11,76.42,6.14,8.13,2.0,4.47,0.0,5.94,1854.65,2,40,c
1552,5503,1,10.86,13.1,15.28,9.2,52.8,11.81,2.05,4.88,19.84,6.0,26.44,12.93,0.0,4.96,0.0,0.0,0.0,0.0,399.28,9,19,b
1553,2581,3,9.98,36.94,38.0,22.69,42.52,11.35,50.33,5.31,7.83,39.33,0.0,28.49,0.0,4.07,5.0,0.0,0.0,0.0,388.09,1,27,d
1554,10643,0,33.67,75.03,180.48,51.84,39.13,8.7,58.13,16.77,31.11,14.0,0.0,0.0,5.0,17.37,0.0,5.08,0.0,0.0,591.49,16,17,a
1555,412,4,7.18,53.35,3.34,36.88,10.45,2.8,85.0,35.9,2.39,7.74,0.0,18.02,19.87,0.0,24.0,0.0,0.0,0.0,356.35,7,46,e
1556,538,3,74.03,54.45,17.25,77.41,46.96,1.92,32.7,3.76,28.67,40.6,0.0,18.36,0.0,22.97,0.0,5.48,0.0,5.56,451.55,1,37,d
1557,12218,0,98.38,74.86,148.28,71.89,35.71,0.0,49.42,41.11,68.24,71.82,0.0,3.14,6.14,44.73,0.0,0.0,0.0,7.9,768.51,8,85,a
1558,3213,3,98.04,90.98,109.15,60.92,130.83,53.55,115.28,57.17,36.51,49.89,0.0,181.49,3.3,0.99,0.0,0.0,0.0,5.09,1015.64,3,35,d
1559,4024,1,5.18,25.69,46.72,0.93,6.96,6.89,12.62,8.98,12.72,22.03,21.99,0.0,0.0,0.49,3.0,4.08,0.0,0.0,225.69000000000003,2,14,b
1560,12693,1,32.42,73.19,21.3,33.1,27.89,0.0,11.27,2.17,3.83,47.04,353.52,15.47,4.2,3.43,0.0,0.0,0.0,0.0,655.87,52,107,b
1561,8738,2,49.8,108.41,37.47,30.48,62.29,11.3,9.61,102.99,30.53,57.41,526.42,608.91,15.07,0.22,39.0,6.8,0.0,0.0,1745.6299999999997,1,100,c
1562,15945,0,28.52,39.09,93.78,69.48,91.9,76.6,1.58,3.7,40.56,0.0,0.0,16.59,3.35,23.45,14.0,0.0,0.0,0.0,596.29,4,39,a
1563,2275,3,103.33,96.81,101.52,65.3,25.67,31.8,30.88,7.25,64.6,27.56,0.0,19.54,54.81,21.45,0.0,2.86,0.0,7.98,798.1,2,81,d
1564,8851,2,18.67,25.89,46.45,9.01,6.61,15.85,108.88,5.4,8.44,53.52,217.37,264.16,1.9,44.65,12.0,0.0,0.0,0.0,839.8900000000001,4,119,c
1565,10320,2,64.93,60.5,99.6,49.17,66.29,3.11,95.08,42.27,35.94,46.05,50.86,19.56,24.25,17.24,7.0,3.18,0.0,0.0,775.3199999999999,1,82,c
1566,9730,1,28.98,9.46,10.53,5.3,2.71,1.1,4.32,28.6,13.94,17.04,34.48,277.13,72.95,3.27,8.0,0.0,0.0,0.0,618.38,8,51,b
1567,14979,4,18.77,8.03,12.03,2.48,25.55,7.05,17.39,0.0,33.89,13.95,0.0,0.0,2.9,9.08,0.0,1.23,0.0,0.0,192.57999999999996,17,15,e
1568,11936,1,20.83,7.74,8.14,1.87,0.0,2.35,0.0,4.35,13.64,42.71,143.11,19.59,4.31,5.11,29.0,0.0,0.0,0.0,352.19,1,55,b
1569,11886,1,8.75,27.63,24.33,14.57,0.0,10.23,6.85,0.0,2.55,18.54,325.76,0.0,0.0,3.56,0.0,0.0,0.0,0.0,448.15,58,38,b
1570,12707,4,17.41,13.61,66.46,21.99,55.57,0.0,1.39,48.41,4.58,27.86,0.0,3.4,0.0,0.79,0.0,0.0,0.0,0.0,271.63,5,21,e
1571,6067,1,15.45,20.68,29.28,9.77,17.31,26.85,22.04,29.1,4.27,12.75,60.49,110.44,0.0,1.58,0.0,1.52,0.0,0.0,558.21,7,85,b
1572,16301,4,16.16,19.54,84.53,24.62,19.33,7.3,2.57,15.78,21.73,0.0,0.0,12.72,3.88,2.11,10.0,5.01,0.0,0.0,251.43,5,42,e
1573,11401,3,332.41,291.44,77.49,47.93,57.54,78.42,252.29,9.16,17.87,154.31,0.0,30.14,14.48,33.95,11.0,20.39,0.0,4.89,1878.08,1,146,d
1574,9207,2,164.69,101.48,16.75,62.34,29.86,16.25,47.92,15.66,8.76,58.01,18.75,45.18,1.9,8.92,4.0,0.0,0.0,0.0,637.49,3,84,c
1575,4552,2,41.52,132.13,188.63,62.11,100.92,2.6,36.49,18.05,67.81,8.89,941.45,0.0,0.0,2.69,196.0,5.3,0.0,0.0,2280.6800000000003,1,174,c
1576,13274,4,37.9,18.67,15.89,26.08,16.22,0.0,8.64,1.91,4.04,3.49,0.0,0.0,4.1,7.02,0.0,0.0,0.0,0.0,167.84000000000006,19,22,e
1577,2737,0,48.06,110.13,7.96,16.12,22.01,0.77,28.92,18.81,11.31,68.71,0.0,0.0,19.45,16.16,0.0,0.0,23.69,0.0,427.82000000000005,3,28,a
1578,15035,1,4.24,19.95,6.39,17.87,4.82,3.0,7.44,0.0,6.45,17.3,70.12,8.08,0.0,13.29,28.0,0.0,0.0,0.0,317.73,4,21,b
1579,2414,3,149.3,89.38,27.48,31.0,22.41,1.4,15.79,2.18,22.81,74.75,0.0,24.22,0.0,2.89,0.0,0.0,0.0,0.0,577.65,3,56,d
1580,2277,3,51.14,168.66,93.51,61.71,110.7,45.09,41.88,15.17,56.35,34.45,0.0,24.02,102.55,3.98,0.0,5.09,0.0,14.83,894.74,2,74,d
1581,16048,4,20.57,62.63,43.62,11.08,25.93,14.05,19.3,32.96,26.1,0.0,0.0,31.13,0.0,3.27,0.0,2.29,0.0,0.0,322.62,31,21,e
1582,232,3,95.75,108.97,141.51,107.04,115.88,7.13,56.27,45.28,94.56,173.81,0.0,8.5,3.8,18.94,28.0,6.85,0.0,0.0,1045.33,1,111,d
1583,3617,1,16.08,16.19,23.75,17.14,10.6,13.14,9.12,19.61,10.67,1.69,157.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.11,4,36,b
1584,15249,3,120.66,171.64,173.2,139.07,163.7,114.58,104.74,0.0,65.43,103.59,7.12,27.88,64.95,45.53,0.0,2.85,0.0,5.09,1439.0500000000002,1,135,d
1585,9847,0,68.66,36.88,47.84,70.51,53.26,19.86,28.46,49.04,36.98,33.97,0.0,0.0,0.0,6.14,0.0,5.06,0.0,0.0,472.47,2,25,a
1586,419,0,182.2,89.07,54.45,71.15,37.88,0.5,71.29,26.34,47.05,102.47,0.0,3.4,0.0,0.0,0.0,0.0,0.0,1.94,713.3199999999999,4,22,a
1587,7710,2,51.34,75.91,18.55,66.91,26.57,17.19,41.28,2.6,23.27,63.78,82.16,5.11,8.48,21.69,0.0,0.0,0.0,0.0,813.6899999999999,2,68,c
1588,9587,2,110.35,77.56,51.23,82.56,73.73,46.06,46.57,9.34,66.54,96.79,209.15,273.27,3.39,0.89,2.0,0.0,0.0,4.03,2683.5499999999997,1,86,c
1589,3087,0,30.46,36.47,24.0,41.07,56.62,7.73,16.88,44.62,34.64,90.35,0.0,0.0,28.02,0.0,6.0,4.58,0.0,0.0,448.80000000000007,12,24,a
1590,11348,2,120.37,77.93,138.72,73.4,150.79,70.66,137.85,85.11,53.66,157.65,228.41,1.61,19.49,9.62,5.0,3.29,0.0,19.02,1830.73,1,104,c
1591,13138,4,21.46,26.81,31.73,8.07,10.96,0.0,18.62,17.25,6.09,20.23,0.0,8.25,0.0,9.23,0.0,0.0,0.0,0.0,359.07,2,26,e
1592,4715,1,41.55,61.54,28.09,43.85,60.7,14.09,6.93,16.94,27.85,7.79,265.39,0.0,31.03,11.96,5.0,21.27,0.0,0.0,733.0799999999999,6,41,b
1593,8115,2,97.69,40.34,24.18,35.12,15.05,9.26,26.95,1.99,44.12,39.03,248.8,164.01,23.67,26.36,0.0,0.0,0.0,1.06,829.38,2,64,c
1594,7747,2,139.94,197.89,169.36,239.95,259.04,57.91,141.84,49.76,57.91,135.35,131.66,73.39,57.74,10.21,0.0,13.25,0.0,0.0,1858.77,1,102,c
1595,14931,1,3.87,95.17,9.73,15.53,52.97,86.31,22.08,0.0,0.0,0.0,26.16,0.0,0.84,0.0,39.0,4.24,0.0,0.0,890.19,1,116,b
1596,2174,3,27.47,32.38,43.02,28.53,28.86,82.99,5.72,5.67,17.87,17.27,0.0,16.9,5.62,0.99,0.0,2.55,0.0,0.0,342.14,2,43,d
1597,10925,2,143.21,136.26,123.59,96.28,290.0,23.92,79.17,108.04,153.84,113.89,5.82,3.46,17.28,12.96,32.0,24.27,0.0,1.92,1459.2,3,86,c
1598,7342,2,58.22,85.21,121.88,47.78,65.07,4.59,49.86,23.42,10.07,12.22,580.1,18.06,18.06,3.6,0.0,0.0,0.0,1.52,1151.77,1,181,c
1599,12530,3,118.45,70.8,77.75,129.83,106.45,0.0,44.06,50.86,56.9,124.06,0.0,38.46,38.19,12.97,0.0,10.73,6.58,6.8,928.01,8,14,d
1600,3064,4,5.61,22.3,20.92,4.73,21.29,0.35,11.45,3.48,5.64,18.09,0.0,5.52,2.32,14.64,0.0,0.0,0.0,0.0,503.12,12,37,e
1601,8796,1,14.73,30.05,35.2,12.32,45.72,0.9,39.52,28.68,3.85,14.08,184.38,86.45,7.99,1.19,4.0,62.54,0.0,0.84,587.85,4,54,b
1602,10310,3,63.11,61.42,59.56,43.23,24.53,61.79,17.02,4.06,19.51,26.57,0.0,28.92,7.13,38.38,0.0,5.66,0.0,13.42,506.61999999999995,1,36,d
1603,14706,4,18.31,72.99,23.79,40.26,38.9,3.73,0.0,0.0,7.72,23.99,0.0,15.3,10.26,1.19,0.0,0.67,0.0,6.79,299.32000000000005,1,21,e
1604,9261,2,177.38,110.04,83.17,110.43,70.01,31.15,98.21,46.19,41.26,46.75,101.64,92.57,4.0,21.52,1.0,21.11,0.0,13.4,1113.54,2,73,c
1605,2532,0,88.82,38.23,69.55,72.47,39.29,17.3,6.13,5.3,49.81,102.29,0.0,3.82,81.22,12.49,5.0,0.0,0.0,0.0,614.89,23,46,a
1606,1939,3,64.24,69.31,86.69,85.67,85.12,26.0,63.65,34.38,43.43,32.04,0.0,53.54,0.0,12.67,0.0,0.0,0.0,0.0,799.6700000000001,1,136,d
1607,2083,3,168.62,122.5,93.16,95.75,54.36,9.53,4.07,6.14,59.08,8.46,0.0,232.22,36.21,68.46,2.0,5.41,0.0,0.0,991.55,2,64,d
1608,9424,1,10.49,19.88,35.63,15.94,16.74,34.6,23.4,11.72,19.39,14.84,107.85,3.4,4.65,45.49,28.0,6.15,0.0,0.0,402.82,1,55,b
1609,10564,1,39.18,40.71,67.9,37.0,41.32,11.63,28.62,7.88,15.16,20.71,84.49,53.03,0.0,2.45,0.0,1.69,0.0,0.0,466.97,1,50,b
1610,8371,2,164.89,53.22,113.63,136.05,114.35,27.14,22.49,194.9,10.42,216.92,515.62,325.73,53.67,0.99,0.0,12.75,0.0,18.43,2239.83,10,81,c
1611,7414,3,221.87,88.16,88.75,82.8,63.31,2.76,55.35,13.44,21.88,67.24,4.57,104.08,6.37,10.41,0.0,0.0,0.0,2.12,906.24,1,105,d
1612,2326,3,274.62,129.51,79.47,137.72,84.24,124.84,105.49,67.34,22.03,209.0,0.0,541.1,0.0,9.61,139.5,12.39,0.0,2.88,2126.47,2,139,d
1613,2111,3,371.07,300.0,60.38,266.53,184.16,0.7,153.33,13.37,158.56,309.96,0.0,22.2,2.15,0.0,0.0,4.5,0.0,0.0,2057.7299999999996,2,66,d
1614,2780,3,23.29,37.71,16.59,11.61,19.85,9.11,12.63,5.37,22.59,31.04,0.0,172.4,0.0,0.0,0.0,1.99,0.0,0.0,374.95000000000005,1,25,d
1615,16125,1,4.17,4.5,1.15,1.79,5.52,1.1,3.62,13.07,2.09,0.0,220.4,0.0,4.61,0.0,0.0,0.0,0.0,0.0,321.25,14,59,b
1616,16018,4,41.22,4.61,11.03,3.37,2.87,1.1,0.95,14.05,1.59,0.0,0.0,169.69,0.0,0.0,23.0,0.0,1.95,20.18,298.31000000000006,13,20,e
1617,395,3,33.2,16.18,35.89,28.78,63.25,39.21,34.32,19.17,5.07,46.22,0.0,62.42,15.15,1.38,0.0,2.97,0.0,6.79,435.97999999999996,1,49,d
1618,5544,2,10.67,74.93,36.13,37.93,75.92,2.85,3.59,55.07,3.38,24.63,671.7,329.52,0.0,0.0,2.0,4.25,0.0,5.1,1385.9499999999998,1,217,c
1619,6620,3,68.96,42.93,23.04,61.26,62.6,14.9,63.32,2.79,60.34,53.76,6.38,42.52,4.65,0.0,0.0,5.55,0.0,1.0,524.24,7,35,d
1620,10365,2,53.64,66.58,122.65,62.88,83.04,5.04,49.75,39.74,37.26,42.3,104.44,7.55,2.6,14.83,4.0,16.39,0.0,0.0,815.5,8,55,c
1621,1109,0,55.77,95.38,65.18,122.44,50.39,0.6,220.28,25.23,18.81,57.79,0.0,5.96,35.62,9.05,0.0,0.0,0.0,1.86,777.76,3,24,a
1622,1588,3,57.77,182.54,153.05,243.57,47.68,22.41,172.54,36.46,146.0,114.1,0.0,6.8,29.56,37.58,0.0,3.4,0.0,4.63,1366.6,1,77,d
1623,13502,3,24.38,40.28,32.44,27.44,20.51,0.0,8.9,16.19,25.72,24.48,0.0,173.82,0.35,2.56,0.0,1.69,0.0,0.0,405.73,4,10,d
1624,8693,2,98.75,169.65,169.0,54.13,20.59,70.78,94.5,67.4,62.24,52.71,296.97,5.94,5.67,25.91,86.0,16.14,0.0,0.84,1447.71,14,65,c
1625,8217,0,113.29,37.29,28.64,14.44,16.02,23.24,11.87,19.71,8.87,78.3,0.0,0.0,6.61,28.44,0.0,10.71,158.44,1.27,569.0400000000001,3,34,a
1626,15459,4,5.96,12.58,11.81,19.95,4.18,0.7,4.58,0.0,27.9,33.85,0.0,2.55,0.0,2.45,0.0,11.06,2.54,0.0,143.92999999999998,24,20,e
1627,3117,0,64.02,61.31,34.67,53.63,41.11,13.8,12.6,5.64,18.04,19.1,0.0,0.0,0.0,0.56,19.5,7.96,0.0,0.0,436.20000000000005,1,104,a
1628,8660,2,99.55,103.71,95.36,44.29,131.77,19.65,62.24,6.75,25.06,50.34,401.96,216.86,3.7,16.96,17.0,6.66,0.0,3.4,1367.5299999999997,1,121,c
1629,9750,3,101.46,101.21,77.52,29.24,63.39,20.81,1.36,28.78,23.74,156.94,0.0,11.67,30.23,1.19,16.0,0.0,0.0,9.83,750.6600000000001,3,86,d
1630,11151,3,77.43,83.6,53.83,120.53,57.53,8.19,6.93,41.79,118.29,81.66,0.0,10.2,0.0,19.25,0.0,0.42,0.0,8.07,746.09,1,78,d
1631,7499,0,41.17,64.74,58.59,47.79,229.84,2.0,11.33,5.87,26.37,26.81,0.0,0.0,66.55,1.25,0.0,3.13,0.0,5.87,633.48,1,48,a
1632,10087,2,80.27,86.43,106.21,76.22,53.5,41.35,52.21,81.24,61.02,31.22,378.91,3.57,8.63,1.98,6.0,16.89,0.0,0.0,1486.08,2,84,c
1633,2379,4,2.96,31.83,11.2,43.56,10.11,25.8,46.94,3.86,10.18,29.4,0.0,0.0,0.0,8.37,0.0,1.99,0.0,0.0,257.65999999999997,37,44,e
1634,7145,0,19.06,46.33,35.47,37.92,2.36,23.9,38.0,15.08,23.25,6.99,0.0,0.0,1.25,30.68,0.0,0.0,0.0,0.0,339.21000000000004,8,65,a
1635,8119,4,0.27,0.0,20.45,4.82,0.0,0.0,27.72,0.0,4.67,0.6,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,364.44000000000005,4,25,e
1636,15774,4,15.96,52.37,8.11,1.53,5.32,1.85,3.38,0.83,0.0,15.38,0.0,51.35,0.0,1.78,266.0,0.0,0.0,0.0,464.02,2,62,e
1637,11790,4,3.18,1.6,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,5.09,3.99,0.0,0.0,0.0,0.0,0.0,18.359999999999996,10,11,e
1638,2754,0,51.25,41.21,54.08,43.89,16.47,13.42,11.63,9.4,37.56,82.02,0.0,3.4,58.15,13.35,10.0,0.84,0.0,0.0,500.17,1,111,a
1639,1292,0,64.44,95.53,57.52,38.44,29.13,163.0,35.94,6.38,5.85,87.0,0.0,0.0,6.7,1.98,204.4,0.0,0.0,1.52,954.08,12,218,a
1640,14464,1,46.42,26.01,29.49,15.58,36.3,6.86,0.0,5.75,5.75,2.19,21.8,30.26,0.5,1.58,5.0,8.99,0.0,4.04,250.07999999999998,2,32,b
1641,13376,1,39.01,43.55,12.56,22.35,77.7,0.0,21.91,0.0,10.2,9.86,52.3,0.0,9.07,8.18,0.0,137.89,0.0,0.0,494.28,5,66,b
1642,14444,3,73.3,78.56,26.55,55.92,16.92,5.75,0.0,7.07,0.0,129.78,0.0,162.52,26.6,0.0,0.0,0.0,0.0,0.0,622.47,1,58,d
1643,11008,3,99.38,64.21,59.7,64.33,33.55,48.68,11.56,6.83,23.19,116.9,0.0,32.83,20.75,7.31,59.5,127.65,0.0,11.46,1040.35,1,128,d
1644,5518,1,18.46,14.1,25.13,21.19,29.1,38.5,23.66,17.78,3.49,1.79,408.46,218.03,0.0,11.49,0.0,3.55,0.0,0.0,856.56,1,88,b
1645,6032,3,182.05,114.11,118.46,204.95,127.23,0.9,77.76,92.05,60.2,96.29,7.78,162.11,0.0,7.79,0.0,2.53,0.0,0.0,1337.37,14,43,d
1646,541,4,63.12,2.28,7.26,26.66,6.8,1.4,5.69,0.76,8.46,28.11,0.0,0.0,0.0,2.38,0.0,5.0,0.0,0.0,161.56,145,11,e
1647,9778,3,294.18,173.44,151.63,240.48,203.2,0.4,112.13,16.22,163.78,115.12,2.05,22.16,35.67,22.03,11.0,0.0,0.0,0.0,1754.97,1,77,d
1648,1118,3,88.25,112.42,21.07,81.66,122.23,0.7,32.63,6.08,33.21,50.19,0.0,140.26,8.66,2.01,0.0,5.7,0.0,0.0,767.9,1,81,d
1649,7407,2,165.12,82.71,57.49,11.63,29.34,5.82,74.28,18.47,31.03,152.04,107.48,39.27,10.38,24.49,0.0,4.25,0.0,0.0,1068.6799999999998,3,33,c
1650,12234,4,7.34,15.7,2.31,15.21,12.84,0.0,0.99,9.38,0.0,5.41,0.0,9.85,0.0,11.58,0.0,0.0,0.0,0.0,90.60999999999999,16,7,e
1651,10023,2,94.5,64.17,51.47,77.51,23.01,25.24,26.1,38.67,23.13,119.15,400.24,80.62,14.96,0.79,12.0,2.69,0.0,0.0,1110.96,1,102,c
1652,6904,2,62.56,179.21,51.62,40.33,24.11,105.66,9.34,16.38,33.54,5.49,976.32,5.36,2.5,0.0,12.0,0.0,0.0,0.0,1582.6200000000001,1,307,c
1653,5832,1,29.03,22.24,12.76,10.66,10.25,16.38,14.51,9.56,18.92,12.36,42.35,117.66,0.0,2.94,1.0,0.0,0.0,0.0,322.85,5,23,b
1654,13726,4,5.27,37.52,119.2,43.98,5.88,0.0,20.69,2.85,0.99,0.0,0.0,54.4,25.12,0.0,0.0,0.0,0.0,3.32,324.12,2,27,e
1655,3530,4,38.47,17.19,35.84,18.37,2.97,0.65,23.11,13.36,60.2,10.17,0.0,13.04,12.2,15.36,0.0,0.0,0.0,0.0,278.74,46,16,e
1656,10275,0,126.27,139.23,51.8,65.5,7.15,0.0,16.68,15.14,37.5,82.18,4.11,8.79,38.92,24.86,0.0,2.85,0.0,0.0,673.19,1,25,a
1657,6258,1,60.22,33.07,19.49,24.45,25.08,3.6,32.18,16.25,22.86,50.54,27.02,57.1,0.0,3.66,8.5,0.0,0.0,0.0,418.5,5,26,b
1658,8142,3,333.65,190.71,97.01,145.17,94.87,4.3,61.52,24.4,76.16,316.2,2.41,508.41,6.4,14.64,0.0,1.68,0.0,17.97,1972.2799999999997,2,142,d
1659,3848,2,27.58,42.2,22.32,41.82,44.7,12.1,45.95,21.77,19.95,58.36,478.89,651.3,12.6,3.58,0.0,2.03,0.0,0.0,1510.16,1,147,c
1660,3447,3,147.87,75.78,77.72,79.94,106.8,34.36,17.85,6.35,61.4,31.26,0.0,21.26,79.46,17.35,6.0,1.01,0.0,5.85,820.66,3,62,d
1661,6750,1,36.16,77.06,35.99,27.35,22.17,13.09,11.61,4.95,25.26,35.47,48.53,21.43,0.99,0.89,11.0,6.25,0.0,0.0,391.9,20,40,b
1662,1595,3,176.16,51.33,59.32,66.26,31.36,4.05,14.43,18.8,26.29,90.05,0.0,191.36,9.74,0.0,4.0,4.66,0.0,1.06,765.7,8,68,d
1663,2024,3,79.9,46.61,24.94,66.28,52.53,17.59,91.38,8.07,9.59,90.48,0.0,8.5,106.35,5.16,0.0,22.37,4.53,0.0,648.29,1,187,d
1664,9023,4,13.23,13.44,1.37,49.75,68.85,0.33,11.72,1.29,3.49,27.5,0.0,49.04,0.0,2.64,8.0,4.82,0.99,0.0,262.87,5,37,e
1665,6744,2,190.25,219.17,354.98,256.85,200.27,27.37,136.44,121.57,157.99,136.21,33.03,375.78,9.46,25.75,19.0,229.44,0.0,11.61,2778.2,1,178,c
1666,1233,4,53.2,24.6,7.13,34.97,21.08,29.24,10.19,2.63,88.56,5.98,0.0,62.05,0.0,2.23,0.0,0.0,0.0,2.51,360.19000000000005,7,61,e
1667,1721,3,63.91,78.9,28.54,68.98,84.33,8.96,52.44,14.1,38.63,78.24,0.0,20.39,1.2,0.99,0.0,0.0,0.0,1.27,579.98,1,48,d
1668,2359,4,4.59,9.9,63.98,16.33,18.88,76.29,0.8,15.7,3.03,2.39,0.0,134.25,16.37,0.1,244.0,1.18,0.0,0.0,833.58,4,98,e
1669,136,3,128.11,83.87,103.35,58.14,76.64,12.37,51.46,25.96,18.37,58.75,0.0,29.19,16.03,1.79,0.0,7.11,8.33,7.63,729.55,19,14,d
1670,12434,0,77.31,99.49,62.27,140.64,104.4,0.0,26.31,0.0,103.52,10.25,0.0,2.85,0.0,3.17,0.0,0.0,0.0,0.0,731.0899999999999,1,86,a
1671,4035,0,5.83,10.6,66.66,33.66,41.74,8.51,10.06,43.44,95.63,7.5,13.08,0.0,10.42,2.58,2.0,27.22,0.0,6.6,451.81,108,23,a
1672,10551,1,39.84,32.28,26.06,34.94,22.04,1.8,7.05,2.39,49.02,30.96,111.01,120.47,10.06,4.08,0.0,6.08,0.0,0.0,521.36,7,87,b
1673,7620,4,15.71,17.4,4.78,8.2,11.21,2.15,2.55,6.28,1.69,7.68,22.32,27.2,4.6,2.53,0.0,0.0,0.0,0.0,150.58000000000004,164,25,e
1674,12796,2,155.9,74.17,214.55,135.98,96.6,0.0,58.17,180.53,8.64,229.17,544.79,7.41,3.89,2.45,0.0,0.0,0.0,3.4,1831.46,3,12,c
1675,1250,3,65.21,38.79,7.27,23.45,14.33,14.6,19.43,2.34,10.84,74.32,0.0,64.63,0.0,29.23,0.0,3.36,0.0,0.0,384.13,1,53,d
1676,4942,2,85.98,73.41,41.96,80.83,115.11,4.03,30.27,54.89,15.88,28.83,406.93,0.0,6.16,11.56,0.0,0.0,0.0,0.0,1012.7299999999999,1,75,c
1677,6001,2,75.22,53.02,17.12,47.83,22.84,26.86,32.99,18.08,1.39,40.33,486.89,344.33,0.0,2.38,0.0,25.55,0.0,8.52,1234.0499999999997,2,76,c
1678,8417,2,23.77,107.15,98.76,54.99,145.14,57.88,63.15,9.93,73.26,28.19,874.78,14.23,1.8,54.76,0.0,17.84,0.0,3.18,1766.08,1,123,c
1679,12816,3,88.54,63.73,47.04,92.83,57.37,0.0,58.19,9.53,35.8,76.44,0.0,66.44,0.0,9.12,0.0,1.49,0.0,0.0,647.56,8,37,d
1680,10041,1,44.64,48.58,27.58,34.64,20.16,6.94,27.66,1.29,35.89,30.2,40.2,13.69,0.0,0.0,0.0,19.74,0.0,0.0,378.72,43,12,b
1681,10965,2,127.64,121.18,100.59,57.4,92.76,22.46,89.53,128.03,84.65,340.06,437.78,151.97,88.84,12.1,61.0,11.13,0.0,1.09,2025.6,2,75,c
1682,3594,1,52.01,20.93,2.85,2.15,4.46,28.72,5.19,2.88,3.0,33.03,703.11,806.53,0.0,1.41,118.0,0.84,0.0,2.97,1823.3100000000002,1,134,b
1683,2905,0,14.83,26.06,61.38,164.92,35.16,26.2,12.22,4.8,27.21,11.57,0.0,0.0,0.0,4.85,29.5,5.76,0.0,0.0,503.47,3,89,a
1684,9526,3,20.61,90.63,65.52,62.45,27.92,58.96,58.41,26.57,35.57,119.11,0.0,102.86,23.49,7.76,8.0,0.0,0.0,1.94,780.8,10,59,d
