,customer_number,Cluster,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,seasonal_gifting,discount_bakery,practical_items,total_spend,recency,frequency,name
2701,6237,1,10.84,21.72,34.1,6.87,10.67,1.38,12.96,13.18,19.03,8.5,80.93,27.33,0.0,0.98,0.0,0.0,0.0,0.0,263.53999999999996,3,34,b
2702,1891,2,42.49,32.41,25.44,73.73,225.19,22.35,44.76,2.24,52.76,88.19,391.45,434.74,17.42,0.56,4.0,2.55,0.0,0.0,1546.27,1,143,c
2703,523,3,42.02,38.83,25.15,7.82,38.55,3.69,18.61,25.92,23.45,18.61,0.0,108.83,0.0,12.7,0.0,2.84,0.0,0.0,377.89,56,24,d
2704,13572,2,105.59,166.28,116.25,77.11,133.41,0.0,71.03,93.58,59.59,123.7,39.27,9.36,5.99,37.33,0.0,9.64,0.0,0.84,1294.0,1,129,c
2705,10662,0,89.81,85.44,37.78,79.17,130.94,13.86,5.56,9.08,23.93,59.99,0.0,2.55,22.67,9.09,1.0,1.69,0.0,0.0,639.86,3,65,a
2706,9412,2,91.75,50.66,15.03,82.47,52.09,26.78,11.45,15.32,14.71,42.64,149.61,4.15,20.01,2.88,3.0,4.96,7.06,0.0,625.48,3,69,c
2707,4919,2,67.04,51.28,63.79,34.83,43.54,21.06,32.46,71.65,40.21,47.55,59.28,0.0,11.7,8.23,44.0,0.0,0.0,0.0,766.13,9,83,c
2708,6235,3,55.33,50.75,13.4,24.95,76.81,2.64,6.77,6.31,25.94,13.08,1.97,94.76,0.0,0.45,0.0,10.49,0.0,0.0,396.54999999999995,4,47,d
2709,649,4,37.74,21.63,16.03,33.05,7.61,10.15,2.19,6.82,8.05,19.97,0.0,15.64,0.0,0.79,0.0,0.0,0.0,0.0,183.16000000000003,88,6,e
2710,15651,1,41.27,58.69,12.4,59.5,16.97,18.25,12.12,0.96,0.0,26.78,384.81,0.0,0.0,0.79,3.0,0.0,0.0,0.0,663.26,4,21,b
2711,4134,2,39.43,76.13,21.51,50.2,22.43,21.19,83.39,5.16,36.96,20.57,206.85,0.0,54.32,5.55,27.0,11.06,0.0,0.0,859.01,1,68,c
2712,5533,1,11.9,17.73,16.39,34.34,29.56,2.7,22.47,21.59,41.5,15.39,99.04,84.92,0.0,2.89,0.0,0.0,0.0,0.0,420.16,9,58,b
2713,8116,0,50.06,73.96,26.37,38.04,21.38,0.0,7.48,1.0,53.68,62.58,0.0,0.0,56.23,22.82,0.0,0.0,0.0,1.69,442.53999999999996,2,21,a
2714,832,0,107.8,120.03,39.86,97.68,55.57,27.28,6.75,8.64,41.83,15.41,0.0,0.0,0.0,29.02,0.0,0.0,0.0,0.0,577.26,4,67,a
2715,2882,3,37.82,23.54,42.36,12.08,36.8,8.01,8.74,18.32,14.41,28.24,0.0,149.98,0.0,1.63,15.7,0.0,0.0,3.4,490.52,2,46,d
2716,11473,3,65.6,15.65,27.27,19.18,35.54,0.94,11.53,7.98,3.39,51.91,0.0,66.33,34.23,0.99,0.0,6.79,0.0,0.84,376.19999999999993,9,42,d
2717,9118,3,58.18,53.66,128.26,35.81,93.04,13.89,25.35,55.81,38.46,47.74,0.0,51.86,106.63,13.46,2.0,15.64,46.7,5.07,822.37,1,57,d
2718,244,3,180.61,151.08,166.6,177.09,316.62,21.31,31.38,21.1,83.03,76.0,0.0,13.59,0.0,11.71,0.0,18.97,0.0,1.27,1338.67,7,63,d
2719,4254,0,53.98,32.53,50.94,26.16,21.67,4.06,12.32,3.11,2.56,10.97,2.18,0.0,0.0,15.42,0.0,11.94,0.0,0.0,287.13,1,58,a
2720,15821,4,18.08,23.11,53.78,43.52,22.79,3.84,0.99,19.89,0.0,6.9,0.0,0.0,26.68,0.89,0.0,2.12,0.0,1.61,246.59000000000003,100,27,e
2721,11777,4,1.0,0.93,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,2.0,0.0,0.0,0.0,7.28,26,5,e
2722,697,0,79.67,128.1,50.1,120.48,71.84,4.1,42.83,8.91,81.83,148.11,0.0,4.93,34.3,4.83,0.0,0.0,0.0,0.0,875.45,1,69,a
2723,1432,3,28.08,73.15,77.54,36.03,71.38,4.25,85.15,66.39,55.02,47.89,0.0,8.52,40.71,8.23,0.0,2.85,0.0,0.0,676.3499999999999,2,46,d
2724,11649,3,160.76,36.87,61.81,171.96,191.29,7.41,3.35,3.31,39.05,38.35,0.0,68.81,2.77,0.0,0.0,9.63,0.0,12.19,810.44,7,18,d
2725,12139,2,110.87,104.25,102.16,35.86,17.39,0.0,49.79,20.27,55.77,71.86,42.21,24.65,19.7,12.01,2.0,10.65,0.0,0.0,728.9399999999999,2,85,c
2726,13227,4,8.82,51.3,49.81,12.69,176.64,0.0,1.49,29.75,40.81,4.5,0.0,24.59,0.0,0.0,0.0,0.0,0.0,1.69,414.08000000000004,1,17,e
2727,2606,0,84.53,108.6,63.37,108.72,34.87,36.79,23.46,12.15,56.02,24.01,0.0,4.67,0.0,1.78,0.0,0.0,0.0,6.8,623.38,2,72,a
2728,15347,4,193.41,56.44,52.91,39.39,27.7,3.0,40.43,0.0,0.0,0.0,0.0,0.0,0.0,15.39,0.0,0.0,0.0,0.0,480.98,1,61,e
2729,9667,4,12.2,54.25,5.78,6.52,16.68,18.0,24.66,2.54,13.6,37.57,0.0,31.24,2.99,9.7,84.0,0.0,0.0,4.24,644.02,3,39,e
2730,11343,3,52.89,22.43,20.4,23.93,38.72,12.9,7.96,2.64,17.27,82.64,19.84,107.13,0.0,1.19,0.0,4.31,0.0,1.49,415.74,1,48,d
2731,4781,1,11.61,26.85,22.63,7.74,27.85,29.9,7.48,10.06,8.12,16.98,228.62,0.0,0.0,0.0,1.0,1.69,0.0,0.0,957.45,4,29,b
2732,2282,3,200.76,87.61,41.25,114.35,90.54,1.3,34.97,7.77,14.0,74.04,0.0,58.13,10.12,3.94,0.0,1.69,0.0,3.13,763.8599999999999,33,11,d
2733,13275,3,58.52,15.49,16.74,51.87,27.49,0.0,3.52,1.39,15.44,38.86,0.0,55.27,24.72,6.84,2.0,4.45,0.0,0.0,350.79999999999995,3,29,d
2734,2901,3,81.02,84.95,39.87,65.35,112.54,18.97,27.32,1.67,14.41,39.33,0.0,66.79,5.1,10.5,0.0,0.84,0.0,0.0,600.8299999999999,4,41,d
2735,11394,2,56.65,49.59,41.2,31.0,31.81,34.9,31.3,53.2,4.12,24.63,44.61,58.73,52.16,1.38,0.0,23.05,0.0,2.11,594.74,6,54,c
2736,2820,0,64.94,37.95,9.0,11.18,61.41,48.0,1.18,0.89,5.55,24.74,0.0,0.0,5.98,6.53,2.0,15.55,0.0,0.84,328.96,5,28,a
2737,7758,1,7.39,28.76,31.79,21.3,16.3,2.99,1.58,4.1,15.34,3.53,171.22,19.81,5.73,1.98,0.0,5.01,1.96,0.0,354.86,11,32,b
2738,308,4,73.05,48.37,26.38,14.33,5.04,1.49,17.02,4.79,12.14,57.0,0.0,7.65,0.0,0.0,0.0,0.0,0.0,0.0,533.12,1,45,e
2739,734,3,104.19,68.01,66.87,75.51,47.71,24.91,51.17,6.4,22.11,82.79,0.0,130.0,0.0,2.61,0.0,12.74,0.0,0.0,772.77,2,73,d
2740,3096,0,41.94,100.17,17.87,40.81,165.73,1.63,5.13,5.02,30.09,7.88,0.0,0.0,31.96,3.96,0.0,2.55,0.0,0.0,528.43,1,13,a
2741,3065,4,28.58,34.69,22.07,32.65,55.7,8.22,15.17,8.82,7.23,46.29,0.0,4.67,0.0,8.12,0.0,2.5,0.0,0.0,291.73,6,39,e
2742,3973,1,59.08,10.38,37.14,18.93,25.05,4.7,15.27,21.22,22.09,16.79,24.51,0.0,0.0,3.72,0.0,36.95,0.0,0.0,316.59999999999997,4,15,b
2743,8108,2,19.29,32.53,22.69,30.8,74.7,14.75,18.31,33.57,29.55,47.11,524.94,296.96,5.49,3.36,0.0,2.92,1.1,0.0,1173.5700000000002,1,106,c
2744,2301,1,26.4,41.13,3.99,28.05,4.16,0.0,19.51,3.1,1.59,1.87,105.0,30.17,0.0,0.0,1.0,0.0,0.0,0.0,376.32000000000005,1,23,b
2745,13925,2,93.57,55.94,72.5,87.83,280.68,0.0,71.12,22.33,72.3,88.81,301.24,15.05,0.0,0.0,0.0,6.53,0.0,8.31,1208.38,5,59,c
2746,827,0,61.1,33.09,58.67,98.39,84.89,1.7,4.16,13.65,10.43,14.71,0.0,0.0,6.94,2.54,0.0,0.0,0.0,1.92,412.21,1,59,a
2747,12703,1,27.84,37.59,35.96,23.1,73.35,0.0,17.38,26.29,11.46,4.47,185.75,4.42,18.44,7.49,6.0,8.51,0.0,1.69,762.04,8,57,b
2748,14700,1,22.57,12.87,3.72,20.54,3.34,36.66,0.0,26.95,6.44,14.14,174.26,25.5,0.0,6.04,0.0,0.0,0.0,15.06,949.22,4,48,b
2749,1286,3,23.24,47.82,25.83,18.98,51.88,7.34,14.67,12.72,22.62,27.7,0.0,50.16,55.13,37.9,0.0,24.17,0.0,0.0,431.66999999999996,23,23,d
2750,1944,0,53.76,109.0,67.04,114.67,35.91,2.25,107.16,11.23,49.57,42.79,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,743.74,53,56,a
2751,7083,2,56.43,84.18,6.02,60.84,164.07,2.7,147.64,38.38,64.34,58.37,198.5,514.23,13.32,0.79,0.0,0.0,0.0,0.0,1413.9500000000003,8,20,c
2752,15875,0,48.01,43.23,59.98,27.76,56.7,76.33,2.48,3.35,0.0,5.45,0.0,0.0,4.68,21.26,0.0,60.42,0.0,0.0,474.5,1,53,a
2753,16292,3,76.14,60.93,97.8,131.99,158.06,1.05,3.13,4.89,9.54,0.0,0.0,571.76,0.0,0.81,157.5,2.55,0.0,2.79,1404.6200000000001,1,152,d
2754,2922,4,16.43,8.35,5.18,7.49,1.49,9.49,11.19,0.24,5.03,7.23,0.0,1.44,15.62,13.52,69.0,0.0,0.0,0.0,487.14,7,36,e
2755,14221,0,66.09,175.88,215.98,101.96,86.8,0.0,53.68,9.64,166.72,0.0,0.0,3.65,0.0,23.51,0.0,2.51,0.0,0.0,933.25,7,27,a
2756,8819,1,12.3,37.08,20.28,15.73,16.0,3.7,26.98,14.6,1.0,21.88,291.39,0.0,12.62,3.51,196.0,2.56,0.0,0.0,688.1099999999999,2,44,b
2757,11662,2,76.24,113.54,177.79,134.1,149.98,64.67,82.3,111.69,134.82,172.85,156.66,52.0,24.39,13.21,12.0,12.23,0.0,1.95,1663.78,1,126,c
2758,398,4,0.63,29.03,10.36,8.8,19.33,0.76,9.37,4.26,6.13,8.44,0.0,163.64,0.0,0.69,34.0,0.0,0.0,0.0,499.53,4,37,e
2759,8207,0,80.54,181.69,69.78,46.3,70.24,57.84,30.96,25.04,4.81,133.84,4.86,2.29,18.43,20.08,0.0,1.27,0.0,8.61,881.1800000000001,1,161,a
2760,1073,3,130.08,110.17,62.26,62.49,60.81,6.25,34.27,4.91,57.86,81.73,0.0,75.48,7.66,14.47,0.0,0.84,0.0,0.0,853.79,56,76,d
2761,6460,0,18.8,17.27,68.01,37.53,30.92,16.8,83.32,1.61,12.74,2.96,0.84,3.57,11.83,0.0,0.0,15.31,0.0,6.8,354.33000000000004,7,26,a
2762,9502,2,65.33,72.78,82.21,22.85,35.91,41.47,64.35,57.42,56.94,62.3,65.07,44.81,11.29,34.78,1.0,0.0,0.0,0.0,1419.8300000000002,3,116,c
2763,11695,3,36.08,120.11,72.36,61.76,116.94,9.57,7.86,31.93,17.03,3.38,2.0,27.28,58.71,4.6,13.0,8.35,22.68,17.67,691.78,3,87,d
2764,1589,3,80.52,88.97,58.7,93.28,62.28,14.03,62.96,36.12,59.61,11.67,0.0,147.75,0.0,0.0,0.0,0.0,0.5,16.88,794.97,4,22,d
2765,6002,2,27.3,59.78,27.39,24.19,24.26,24.15,18.41,9.95,33.73,19.34,63.59,120.15,0.0,2.02,89.0,1.69,0.0,1.1,1063.19,1,86,c
2766,15617,1,8.57,15.43,9.33,1.85,4.63,12.41,3.8,4.9,0.0,0.0,142.21,0.0,3.24,1.39,49.0,9.95,0.0,0.0,282.16999999999996,61,78,b
2767,9260,2,84.66,66.58,43.37,74.65,305.66,6.75,69.86,33.26,43.31,91.39,52.0,681.83,4.3,9.44,690.0,17.87,0.0,6.1,2389.37,1,58,c
2768,2216,3,77.94,64.23,53.0,32.76,36.66,11.83,44.58,8.98,19.15,24.38,0.0,37.39,0.0,7.08,4.0,2.96,0.0,0.0,435.05999999999995,2,39,d
2769,2154,3,90.54,60.82,19.95,75.8,23.73,84.69,2.78,36.41,50.95,13.6,0.0,33.77,0.0,0.0,0.0,0.42,37.36,0.0,538.0799999999999,8,26,d
2770,10318,0,82.76,58.31,49.72,82.02,106.73,0.85,48.04,28.79,88.29,61.12,0.0,4.25,21.94,16.83,0.0,2.55,0.0,0.0,699.9100000000001,9,53,a
2771,8677,2,41.51,69.62,87.26,56.17,95.4,4.09,37.0,31.16,30.26,28.44,275.7,90.47,66.22,9.18,6.0,23.16,0.0,16.45,988.8899999999999,3,51,c
2772,13060,3,41.52,48.11,138.62,18.04,18.25,0.0,13.27,46.47,63.85,32.84,0.0,43.82,71.42,90.9,0.0,33.78,77.69,0.0,775.4300000000001,1,98,d
2773,6080,2,95.72,64.62,63.68,19.81,71.76,12.44,75.56,46.85,12.05,21.5,581.82,408.71,0.0,5.84,0.0,0.0,0.0,0.0,1674.7599999999998,2,128,c
2774,12485,1,32.55,38.65,31.25,20.48,7.84,0.0,12.84,0.84,45.84,4.58,324.98,0.0,1.9,0.0,0.0,0.0,0.0,0.0,533.74,9,26,b
2775,12482,4,116.7,62.31,25.09,25.31,68.39,0.0,0.0,0.0,17.83,0.0,0.0,70.41,7.88,4.77,0.0,0.0,0.0,6.8,414.47,2,44,e
2776,9521,2,45.11,22.14,96.8,48.01,28.12,2.15,5.85,22.36,11.8,23.1,6.99,15.15,52.0,15.66,274.0,0.0,0.0,0.0,965.79,1,86,c
2777,11246,2,92.04,75.35,80.64,216.64,111.15,2.5,6.24,29.49,83.52,37.49,424.09,105.95,7.61,1.15,78.0,4.24,1.5,3.4,1401.12,1,105,c
2778,12875,1,35.76,33.45,19.89,18.48,46.49,0.0,1.69,0.0,0.0,29.46,39.63,12.15,0.0,0.0,0.0,0.0,0.0,2.51,249.86,7,20,b
2779,11103,3,189.44,197.29,127.52,246.6,135.36,0.2,131.68,33.05,104.27,353.67,0.0,51.69,0.0,0.0,0.0,15.66,0.0,5.94,1670.4,1,23,d
2780,5189,2,132.04,144.75,163.72,250.0,123.69,66.31,152.97,38.3,208.31,321.44,291.45,18.72,0.0,0.89,5.0,4.35,0.0,3.4,2597.74,1,60,c
2781,4549,2,79.98,212.68,70.63,137.91,176.67,41.07,41.31,53.78,72.27,186.28,105.84,0.0,0.0,6.82,0.0,22.76,0.0,0.0,1277.35,12,66,c
2782,14096,0,53.94,33.4,76.56,51.55,77.17,0.0,55.72,16.32,55.95,46.96,0.0,3.4,0.0,1.64,0.0,69.64,5.27,0.0,550.12,3,13,a
2783,447,4,14.13,15.97,23.52,35.18,57.15,2.1,4.32,2.35,21.54,36.39,0.0,30.25,7.79,6.64,0.0,1.27,2.7,1.68,277.6,14,19,e
2784,2638,4,9.68,14.06,6.54,12.86,4.7,1.4,5.07,1.27,30.18,6.66,0.0,4.28,0.0,0.0,0.0,0.0,0.69,0.0,189.21999999999997,4,28,e
2785,14982,4,27.4,8.32,23.34,43.44,20.94,2.36,4.11,0.0,18.77,26.65,0.0,0.0,0.0,14.06,0.0,0.0,0.0,0.0,200.68,1,49,e
2786,123,0,84.72,68.3,69.0,123.93,30.91,0.78,15.13,14.72,5.71,2.19,0.0,4.66,106.85,27.5,0.0,11.84,20.28,0.0,599.29,8,43,a
2787,11701,1,7.1,15.5,0.0,11.22,46.94,10.74,17.15,3.59,4.63,19.67,45.14,27.5,0.0,0.0,16.0,14.42,3.48,0.0,253.93,60,9,b
2788,15414,3,74.8,42.6,38.04,65.85,11.33,10.35,19.74,0.0,14.16,34.61,0.0,67.7,20.12,8.99,13.5,0.0,0.0,0.0,431.93,14,26,d
2789,12360,3,29.57,41.8,53.47,64.05,60.37,0.0,17.6,53.45,10.99,24.36,0.0,20.43,10.47,13.88,0.0,5.06,0.0,0.0,429.55999999999995,10,37,d
2790,3158,0,76.07,149.39,40.94,78.22,49.53,78.24,97.58,62.12,60.56,49.77,0.0,0.0,0.0,11.93,32.0,1.99,0.0,0.0,892.48,1,121,a
2791,15709,4,24.95,33.36,36.43,21.52,4.9,4.3,75.34,0.81,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.29999999999995,15,17,e
2792,3947,1,48.46,53.43,18.94,71.71,57.85,5.83,3.24,3.7,7.05,60.42,457.3,0.0,1.1,4.49,2.0,1.99,0.0,0.0,1062.33,1,110,b
2793,13807,4,45.35,64.99,19.91,19.2,23.67,0.0,0.0,4.14,0.99,2.39,0.0,16.16,0.0,0.0,0.0,0.0,0.0,0.0,197.89,22,30,e
2794,6654,4,13.95,12.55,12.02,25.66,229.81,13.04,9.42,6.0,11.16,2.13,0.0,88.82,6.07,0.0,0.0,0.84,3.19,1.1,458.43,2,41,e
2795,559,0,38.71,100.32,101.64,19.27,44.81,17.73,45.96,114.55,54.67,10.76,0.0,0.0,74.48,2.97,10.0,16.59,0.0,0.0,676.3,2,35,a
2796,1730,3,119.89,143.43,25.42,69.65,32.47,15.81,63.73,20.72,48.81,2.99,0.0,27.97,0.0,3.17,0.0,0.0,0.0,0.0,605.1700000000001,7,23,d
2797,13307,1,121.46,66.97,70.17,44.44,25.14,0.0,3.57,23.66,13.93,4.5,24.81,48.98,38.93,0.0,0.0,0.0,0.0,0.0,547.1300000000001,1,42,b
2798,11346,2,459.87,448.59,353.59,441.91,347.42,42.25,104.18,60.27,222.16,242.55,11.31,86.7,117.91,30.12,0.0,23.91,0.0,12.6,3200.4900000000002,1,135,c
2799,6875,3,84.82,49.86,28.13,77.6,14.15,3.33,10.84,5.64,29.17,96.71,0.0,220.33,37.9,0.0,0.0,2.79,10.43,0.0,683.49,3,38,d
2800,6097,2,139.19,408.89,533.05,418.81,655.76,29.08,454.29,529.65,322.06,575.51,8.22,5.7,0.0,1.19,0.0,0.0,0.0,4.83,4448.1900000000005,17,116,c
2801,359,3,102.46,62.43,56.48,87.96,55.22,14.2,37.04,16.78,63.6,82.55,0.0,132.45,24.49,9.5,0.0,6.8,0.0,2.55,780.02,10,41,d
2802,1201,3,59.58,51.19,48.65,27.39,32.32,10.58,57.29,15.66,105.56,96.59,0.0,416.92,11.92,0.85,0.0,0.94,2.84,5.32,976.1,1,67,d
2803,10352,0,129.74,126.97,57.76,29.29,100.27,1.05,21.82,9.08,26.56,16.5,0.0,0.0,41.55,0.0,0.0,9.64,0.0,0.0,585.3700000000001,3,27,a
2804,10544,3,85.09,136.37,67.24,177.11,143.15,17.4,53.82,28.65,75.45,100.92,0.0,178.78,0.0,17.89,0.0,5.91,0.0,8.32,1175.05,3,50,d
2805,4770,1,52.38,53.43,89.81,12.55,64.14,0.2,50.54,24.52,1.99,152.58,128.39,0.0,15.83,5.94,0.0,1.69,0.0,1.43,732.1800000000001,2,90,b
2806,15354,1,26.72,19.69,27.38,9.59,29.17,64.27,17.65,0.0,16.74,22.47,663.64,0.0,0.0,13.25,127.0,3.64,0.0,1.69,1174.35,1,100,b
2807,1024,4,15.47,33.98,6.28,8.89,19.99,15.05,26.04,1.57,1.64,1.59,0.0,0.0,0.0,0.99,0.0,0.0,0.0,4.25,151.18999999999997,105,15,e
2808,6802,2,40.57,127.32,138.73,50.21,114.9,25.97,31.53,10.69,17.88,15.35,441.88,22.33,8.13,0.0,0.0,19.91,0.0,12.31,1210.41,2,120,c
2809,1442,0,131.34,109.36,55.85,104.77,33.52,18.44,81.45,22.37,58.86,116.92,0.0,2.55,0.0,5.3,0.0,7.81,0.0,0.0,819.39,1,56,a
2810,2226,3,42.92,103.1,50.21,166.4,94.15,15.3,148.21,35.09,8.09,61.55,0.0,15.29,6.65,11.7,0.0,0.0,0.0,1.69,799.25,3,67,d
2811,10707,3,122.09,71.15,40.56,112.31,58.97,9.8,47.45,10.53,66.04,137.82,0.0,104.83,0.0,3.82,0.0,9.9,0.0,0.0,850.9799999999999,4,57,d
2812,9748,1,42.32,24.03,8.68,48.84,30.85,12.62,25.23,19.52,20.06,68.1,36.25,153.99,2.47,0.56,8.0,0.0,9.53,0.0,544.96,8,21,b
2813,1865,4,52.45,79.31,12.88,9.38,3.39,2.67,14.75,8.22,7.99,15.98,0.0,8.5,0.0,1.09,0.0,0.0,0.0,0.0,253.36,124,55,e
2814,6954,4,32.17,9.44,19.35,26.49,21.99,6.43,16.65,3.7,3.46,20.36,10.01,15.63,1.9,0.0,0.0,0.0,1.84,0.0,315.21000000000004,12,18,e
2815,10086,4,36.55,12.32,57.75,22.18,59.44,1.7,5.67,20.15,9.37,9.85,2.42,22.55,0.0,0.0,0.0,1.99,0.0,0.0,286.68999999999994,1,43,e
2816,14111,4,51.4,21.38,8.49,75.73,68.44,0.0,21.2,0.0,0.0,74.11,0.0,26.32,0.0,0.0,0.0,1.9,0.0,0.67,353.87,1,23,e
2817,4570,1,4.96,4.67,33.28,4.45,10.45,6.9,1.09,33.04,2.35,1.99,572.28,0.0,0.0,0.56,216.0,3.98,0.0,1.73,899.5600000000001,2,103,b
2818,12711,1,41.23,25.82,2.32,18.27,8.1,0.0,6.21,3.01,6.88,53.5,69.17,107.72,0.0,0.0,30.0,2.11,4.42,0.0,390.5,17,50,b
2819,1910,4,63.56,28.24,11.62,19.59,2.58,10.56,23.71,1.29,16.91,2.88,0.0,16.16,1.92,0.0,1.0,0.0,0.0,0.0,265.95,6,23,e
2820,4769,2,71.52,69.21,65.07,45.07,64.53,36.29,45.34,31.45,39.48,28.07,627.4,0.0,0.79,19.32,0.0,36.64,0.0,0.0,1476.4700000000003,1,154,c
2821,13936,3,34.15,42.21,31.85,63.28,67.35,0.0,7.36,23.3,39.32,24.43,0.0,198.3,0.0,10.9,0.0,4.13,0.0,0.84,596.74,2,41,d
2822,7626,0,416.79,242.27,108.92,193.21,389.73,31.3,161.68,1.5,16.39,79.83,0.0,0.0,63.16,23.8,0.0,24.97,0.0,5.51,1802.86,28,20,a
2823,3196,0,51.93,104.59,82.49,96.68,37.44,32.5,5.59,12.43,29.16,58.8,0.0,0.0,4.77,0.0,64.0,0.0,0.0,0.0,614.1800000000001,56,90,a
2824,1253,3,54.57,63.94,85.63,66.46,29.76,20.42,66.25,29.21,39.48,41.95,0.0,175.64,20.27,29.05,2.0,26.55,0.0,4.15,814.6000000000001,1,144,d
2825,14203,3,87.45,84.45,64.86,42.96,100.88,0.0,64.8,3.44,20.94,102.07,0.89,39.26,0.0,5.37,40.0,12.26,0.0,0.0,758.4100000000001,1,82,d
2826,13517,0,49.79,48.8,12.55,58.67,63.74,0.0,24.52,0.0,13.46,82.76,0.0,0.0,0.0,3.96,0.0,1.69,0.0,5.72,461.39,2,28,a
2827,341,0,90.81,82.48,85.59,36.88,24.64,8.29,41.59,13.87,93.72,15.78,0.0,0.0,0.49,15.76,0.0,5.0,0.0,9.5,675.36,1,86,a
2828,5984,1,24.57,38.1,23.35,84.61,62.07,5.6,4.67,1.22,57.71,80.79,412.29,185.37,0.0,0.0,6.0,0.0,0.0,0.67,1128.27,5,39,b
2829,6787,3,227.53,74.48,100.87,216.61,101.96,26.35,182.07,48.8,26.08,2.14,23.0,44.54,1.01,0.0,0.0,0.0,0.0,0.0,1075.44,2,31,d
2830,11572,4,7.16,36.42,31.13,62.22,76.53,2.8,3.86,4.57,41.72,16.8,0.0,0.0,5.5,0.0,0.0,1.02,8.89,0.84,304.3,18,9,e
2831,4243,0,138.57,67.54,92.21,126.77,38.46,13.33,74.48,11.81,164.24,5.19,22.2,0.0,57.81,0.0,0.0,6.97,49.74,0.0,930.64,12,21,a
2832,6454,2,79.41,59.86,48.87,37.22,54.44,27.13,29.25,23.39,75.04,81.67,80.97,15.13,15.92,26.29,15.0,5.38,0.0,2.97,795.35,3,74,c
2833,4188,0,33.79,50.63,132.12,65.81,2.28,10.36,45.23,10.89,12.44,4.98,1.92,0.0,0.0,0.0,9.0,0.0,0.0,0.0,422.43000000000006,1,89,a
2834,15801,0,38.01,65.23,53.81,68.85,16.2,68.31,4.27,57.42,0.0,10.12,0.0,0.0,0.0,9.02,0.0,3.38,0.0,0.0,432.07000000000005,5,124,a
2835,3148,4,0.77,21.28,13.68,52.26,53.91,1.29,2.65,7.31,53.34,37.0,0.0,2.2,0.95,0.0,0.0,12.77,0.0,0.0,273.14,1,32,e
2836,1774,3,39.32,68.89,122.78,34.6,21.7,15.75,15.94,33.87,7.49,40.4,0.0,112.11,0.0,9.46,0.0,0.0,0.0,0.76,603.32,1,77,d
2837,7643,3,225.77,75.03,112.97,64.29,57.23,35.34,59.18,12.15,60.34,203.24,0.0,12.5,122.01,10.15,0.0,0.84,0.0,17.73,1128.25,2,142,d
2838,14326,0,53.62,152.22,84.83,46.11,73.53,3.0,0.0,13.2,58.26,67.72,16.88,0.0,2.04,27.95,0.0,3.38,0.0,0.0,637.94,2,78,a
2839,3353,0,88.36,156.29,114.1,106.88,104.69,10.0,112.97,21.74,18.42,65.32,0.0,0.0,34.29,21.1,0.0,0.84,0.0,2.55,919.68,4,55,a
2840,15772,4,50.64,106.66,33.95,25.05,29.13,14.34,27.97,10.82,0.0,8.39,0.0,15.3,6.98,8.69,0.0,8.27,0.0,0.0,373.55999999999995,5,18,e
2841,11816,4,1.89,7.98,11.37,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,0.0,71.45,156,4,e
2842,6569,2,80.02,59.84,76.74,25.5,28.82,10.91,35.96,88.59,14.63,46.33,46.95,9.55,0.3,0.0,7.0,0.0,0.0,1.18,915.4399999999999,1,126,c
2843,14398,4,39.86,60.88,14.61,24.43,1.83,3.3,0.0,0.0,15.0,10.38,0.0,10.62,4.11,0.0,0.0,0.0,1.79,0.0,234.89,8,33,e
2844,13939,4,37.54,39.71,65.09,12.04,7.17,0.0,0.0,4.88,3.36,41.2,16.7,53.04,0.0,14.57,0.0,3.35,0.0,0.0,308.61,31,45,e
2845,825,4,52.15,41.07,2.37,19.61,6.72,7.4,1.39,20.16,76.41,45.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.42999999999995,3,14,e
2846,8586,3,41.99,98.62,49.82,91.14,19.42,15.3,5.15,14.81,3.95,10.6,0.2,100.98,40.8,0.45,0.0,6.23,0.0,2.72,507.28999999999996,2,48,d
2847,231,0,39.28,110.05,164.89,99.67,74.52,84.28,72.02,37.1,108.71,57.84,0.0,3.22,23.6,0.0,0.0,4.06,0.0,0.0,961.4200000000001,2,157,a
2848,1076,3,39.35,21.77,34.49,47.53,13.19,24.8,51.12,10.48,38.36,37.07,0.0,32.3,0.0,1.78,0.0,1.49,0.0,0.0,418.58000000000004,1,69,d
2849,6483,2,20.88,46.67,17.66,20.72,22.45,5.4,13.69,51.99,21.79,13.88,127.98,859.35,9.6,0.0,0.0,7.63,8.37,0.0,1269.71,1,85,c
2850,2209,3,95.28,59.85,16.05,72.99,131.63,32.14,13.42,9.71,20.81,9.27,0.0,92.27,0.0,8.31,0.0,1.27,0.0,12.57,599.78,7,30,d
2851,14633,4,149.95,137.15,43.69,97.34,33.95,4.39,0.0,17.59,13.85,0.0,0.0,1.35,0.0,1.94,0.0,0.0,0.0,0.0,504.1,2,48,e
